ID,F16,F17,F18,F19,F20,F23,F24,F25
441892,2,1,1,有,有,坡道平面,39.66999817,500000
441893,3,2,2,有,有,,0,0
441894,3,2,2,有,無,,0,0
441895,2,1,1,有,無,,0,0
441896,3,2,2,有,無,,0,0
441897,0,0,0,有,無,,0,0
441898,3,2,2,有,無,,0,0
441899,4,2,3,有,無,,0,0
441900,3,2,1,有,無,,0,0
441901,2,1,1,有,無,,0,0
441902,3,2,2,有,無,,0,0
441903,3,2,2,有,有,,0,0
441904,3,2,2,有,有,坡道平面,0,400000
441905,3,1,1,有,無,,0,0
441906,0,0,0,有,無,,0,0
441907,0,0,0,無,有,,0,0
441908,3,2,1,有,無,,0,0
441909,3,2,1,有,無,,0,0
441910,4,2,2,有,有,坡道平面,0,0
441911,4,2,2,有,有,,0,0
441912,4,2,2,有,無,一樓平面,0,0
441913,0,0,0,有,有,坡道平面,55.59000015,1800000
441914,3,2,2,有,有,坡道平面,0,0
441915,3,2,1,有,無,,0,0
441916,3,2,2,有,無,,0,0
441917,3,1,1,有,無,,0,0
441918,3,1,1,有,無,,0,0
441919,5,2,3,有,有,坡道平面,0,0
441920,3,2,2,有,有,坡道平面,0,0
441921,3,2,1,有,無,,0,0
441922,6,2,4,有,無,,0,0
441923,3,2,2,有,有,坡道平面,19.64999962,800000
441924,3,2,2,有,有,,0,0
441925,0,0,0,有,有,坡道平面,34.16999817,400000
441926,0,0,0,有,有,坡道平面,34.16999817,380000
441927,4,2,2,有,有,坡道平面,50.29999924,2650000
441928,0,0,0,有,無,,0,0
441929,3,2,2,有,有,,0,0
441930,2,2,2,有,有,,0,0
441931,2,2,1,有,無,,0,0
441932,3,2,2,有,有,坡道平面,0,0
441933,3,2,2,有,無,,0,0
441934,4,0,4,有,無,,0,0
441935,3,2,2,有,有,,0,0
441936,2,2,1,有,無,坡道平面,0,0
441937,2,2,1,有,有,,0,0
441938,3,2,2,有,有,,0,0
441939,3,2,1,有,無,,0,0
441940,0,0,0,有,有,坡道平面,38.72000122,400000
441941,2,1,1,有,無,,0,0
441942,3,2,2,有,無,,0,0
441943,0,0,0,有,有,坡道平面,34.16999817,350000
441944,4,2,2,有,無,,0,0
441945,3,2,1,有,無,,0,0
441946,0,0,0,有,無,,0,0
441947,4,2,2,有,有,,0,0
441948,0,0,0,有,無,,0,0
441949,0,0,0,有,無,,0,0
441950,3,2,2,有,無,,0,0
441951,0,0,0,有,無,,0,0
441952,4,2,2,有,有,,0,0
441953,4,2,2,有,有,,0,0
441954,3,2,2,有,有,,0,0
441955,2,2,1,有,有,,0,0
441956,4,2,2,有,無,,0,0
441957,2,1,1,有,有,,0,0
441958,3,2,2,有,有,坡道機械,19.63999939,950000
441959,3,2,2,有,有,坡道機械,19.63999939,1200000
441960,3,2,1,有,無,,0,0
441961,2,1,1,有,無,,0,0
441962,3,2,2,有,有,坡道平面,0,0
441963,6,4,4,有,有,,0,0
441964,2,2,1,有,無,,0,0
441965,4,3,1,有,無,,0,0
441966,3,2,2,有,有,,0,0
441967,2,1,1,有,無,,0,0
441968,3,2,2,有,無,,0,0
441969,1,1,1,有,有,,0,0
441970,3,2,1,有,無,,0,0
441971,4,1,2,有,無,,0,0
441972,3,2,1,有,無,,0,0
441973,6,0,6,有,無,,0,0
441974,0,0,0,有,有,坡道平面,34.16999817,360000
441975,2,1,1,有,有,,0,0
441976,2,1,2,有,有,坡道平面,0,0
441977,4,2,2,有,有,升降機械,14.72000027,400000
441978,4,2,2,有,有,,0,0
441979,3,2,2,有,有,坡道平面,0,0
441980,3,2,1,有,無,,0,0
441981,5,3,3,有,無,,0,0
441982,3,2,2,有,無,,0,0
441983,4,2,2,有,有,,0,0
441984,4,4,4,有,有,坡道平面,0,0
441985,3,2,1,有,無,,0,0
441986,0,0,0,有,無,,0,0
441987,2,2,2,有,無,,0,0
441988,0,2,2,有,有,升降機械,25.04000092,1400000
441989,0,0,0,無,有,升降平面,100.6200027,2000000
441990,0,2,2,有,有,升降機械,25.04000092,1400000
441991,4,2,3,有,無,其他,0,0
441992,1,1,1,有,無,,0,0
441993,3,2,1,有,無,,0,0
441994,4,2,3,有,無,,0,0
441995,0,0,0,無,無,其他,29.97999954,700000
441996,3,2,2,有,無,,0,0
441997,4,2,2,有,有,坡道平面,12.13000011,0
441998,3,2,3,有,有,,0,0
441999,3,2,1,有,有,,0,0
442000,4,1,2,有,有,,0,0
442001,1,2,1,有,無,,0,0
442002,3,2,2,有,無,,0,0
442003,3,2,2,有,有,坡道平面,31.14999962,0
442004,0,0,0,有,無,,0,0
442005,3,2,2,有,有,,0,0
442006,0,0,0,有,無,,0,0
442007,3,2,1,有,無,,0,0
442008,0,0,0,有,無,,0,0
442009,3,2,2,有,有,坡道平面,38.72000122,400000
442010,0,0,0,有,有,坡道平面,91.90000153,800000
442011,1,1,1,有,無,,0,0
442012,3,2,2,有,無,,0,0
442013,1,1,1,有,有,,0,0
442014,1,1,1,有,有,,0,0
442015,3,2,2,有,有,坡道平面,0,0
442016,0,0,0,無,無,,0,0
442017,3,2,2,有,無,坡道平面,0,0
442018,2,1,1,有,無,,0,0
442019,4,2,3,有,有,,0,0
442020,4,2,3,有,有,,0,0
442021,1,1,1,有,有,坡道平面,38.61999893,0
442022,3,2,2,有,無,,0,0
442023,3,2,2,有,有,坡道平面,0,0
442024,3,2,2,有,有,升降機械,12.52000046,700000
442025,3,2,2,有,有,,0,0
442026,1,2,1,有,有,升降機械,12.52000046,700000
442027,0,0,0,有,有,坡道平面,30.04000092,450000
442028,0,0,0,有,有,坡道平面,30.04000092,450000
442029,3,2,2,有,有,,0,0
442030,2,2,2,有,無,,0,0
442031,3,2,2,有,無,,0,0
442032,0,0,0,有,無,,0,0
442033,3,2,1,有,有,坡道平面,0,0
442034,3,2,3,有,有,,0,0
442035,3,2,2,有,無,,0,0
442036,3,2,1,有,無,,0,0
442037,3,2,2,有,無,,0,0
442038,3,2,2,有,有,坡道機械,19.63999939,1000000
442039,3,2,2,有,有,坡道平面,0,0
442040,2,1,2,有,有,坡道平面,0,0
442041,0,0,0,無,有,,0,0
442042,2,2,2,有,有,,0,0
442043,0,0,0,無,無,,0,0
442044,4,2,3,有,無,,0,0
442045,3,2,2,有,有,坡道平面,0,600000
442046,0,0,0,無,有,坡道平面,0,0
442047,2,1,1,有,有,,0,0
442048,3,2,1,有,無,,0,0
442049,3,1,2,有,無,,0,0
442050,0,0,0,有,有,坡道平面,28.13999939,450000
442051,0,0,0,有,無,,0,0
442052,0,0,0,有,無,,0,0
442053,0,0,0,有,無,,0,0
442054,0,0,0,有,無,,0,0
442055,0,0,0,有,無,,0,0
442056,0,0,0,有,無,,0,0
442057,0,0,0,有,無,,0,0
442058,0,0,0,有,無,,0,0
442059,0,0,0,有,無,,0,0
442060,0,0,0,有,無,,0,0
442061,2,2,1,有,無,,0,0
442062,3,2,2,有,有,,0,0
442063,1,1,1,有,無,,0,0
442064,3,2,1,有,無,,0,0
442065,3,1,2,有,無,坡道平面,0,0
442066,2,1,1,有,無,,0,0
442067,2,1,2,有,無,,0,0
442068,2,2,1,有,有,,0,0
442069,3,2,2,有,有,坡道平面,0,0
442070,0,0,0,無,有,,0,0
442071,0,0,0,無,無,,0,0
442072,1,1,1,有,無,,0,0
442073,3,2,2,有,無,,0,0
442074,3,2,2,有,無,坡道平面,19.95000076,0
442075,3,1,1,有,無,,0,0
442076,3,2,2,有,有,,0,0
442077,3,2,3,有,有,,0,0
442078,5,2,4,有,無,,0,0
442079,3,2,2,有,無,,0,0
442080,3,2,2,有,無,,0,0
442081,3,2,2,有,有,,0,0
442082,4,2,2,有,有,坡道平面,44,0
442083,4,2,3,有,無,,0,0
442084,3,2,2,有,有,,0,0
442085,2,2,1,有,無,坡道機械,22.37999916,590000
442086,2,1,1,有,無,,0,0
442087,4,2,4,有,有,,0,0
442088,3,2,2,有,有,坡道平面,28.62000084,900000
442089,3,1,2,有,無,,0,0
442090,3,2,1,有,無,,0,0
442091,3,1,1,有,有,,0,0
442092,3,2,2,有,有,,0,0
442093,3,2,2,有,有,,0,0
442094,2,1,1,有,有,坡道平面,48.59000015,0
442095,3,3,3,有,有,,0,0
442096,4,2,2,有,無,,0,0
442097,2,1,1,有,無,,0,0
442098,0,0,0,有,無,,0,0
442099,2,2,1,有,有,,0,0
442100,2,1,1,有,無,,0,0
442101,2,1,1,有,無,,0,0
442102,2,1,2,有,有,,0,0
442103,4,0,4,有,無,,0,0
442104,0,0,0,有,有,坡道平面,35.40999985,500000
442105,3,2,2,有,無,,0,0
442106,3,2,2,有,有,,0,0
442107,1,2,1,有,無,,0,0
442108,3,1,2,有,無,,0,0
442109,0,0,0,無,有,,0,0
442110,4,2,2,有,有,坡道平面,36.54000092,0
442111,3,1,2,有,無,,0,0
442112,3,2,1,有,無,,0,0
442113,3,2,2,有,無,,0,0
442114,1,1,1,有,無,,0,0
442115,3,2,2,有,有,,0,0
442116,2,1,1,有,無,,0,0
442117,4,2,2,有,有,坡道平面,0,0
442118,2,2,1,有,無,,0,0
442119,3,2,1,有,無,,0,0
442120,0,0,0,無,有,一樓平面,0,0
442121,4,1,2,有,無,,0,0
442122,2,1,1,有,有,,0,0
442123,3,1,2,有,無,,0,0
442124,10,5,9,有,無,,0,0
442125,2,1,1,有,無,,0,0
442126,3,2,2,有,有,,0,0
442127,2,2,2,有,有,,0,0
442128,0,0,0,有,無,,0,0
442129,4,1,2,有,無,,0,0
442130,0,0,0,有,無,,0,0
442131,2,2,2,有,有,,0,0
442132,3,1,2,有,有,,0,0
442133,3,1,2,有,有,,0,0
442134,2,1,1,有,無,,0,0
442135,3,2,2,有,有,,0,0
442136,0,0,0,有,無,,0,0
442137,0,0,0,有,無,,0,0
442138,0,0,0,有,無,,0,0
442139,0,0,0,有,無,,0,0
442140,2,2,1,有,無,,0,0
442141,2,2,2,有,無,,0,0
442142,0,0,0,有,無,,0,0
442143,3,2,2,有,有,坡道平面,13.97999954,0
442144,0,0,0,有,無,,0,0
442145,2,1,1,有,無,,0,0
442146,4,2,2,有,無,,0,0
442147,3,2,2,有,有,,0,0
442148,3,2,2,有,有,,0,0
442149,3,2,2,有,無,,0,0
442150,3,1,2,有,有,,0,0
442151,2,1,2,有,有,,0,0
442152,3,2,1,有,無,,0,0
442153,3,2,2,有,有,,0,0
442154,3,1,1,有,無,,0,0
442155,3,2,2,有,無,,0,0
442156,0,0,0,無,無,,0,0
442157,3,2,2,有,有,,0,0
442158,3,2,2,有,有,,0,0
442159,0,0,0,有,無,,0,0
442160,3,2,2,有,有,,0,0
442161,5,2,2,有,有,坡道平面,0,0
442162,3,2,1,有,無,,0,0
442163,3,2,2,有,有,坡道機械,20.77000046,0
442164,0,0,0,有,無,,0,0
442165,0,0,0,有,無,,0,0
442166,0,0,0,有,無,,0,0
442167,2,2,2,有,無,,0,0
442168,3,2,1,有,無,,0,0
442169,0,0,0,有,無,,0,0
442170,0,0,0,有,無,,0,0
442171,0,0,0,有,無,,0,0
442172,3,2,3,有,有,,0,0
442173,4,1,1,有,無,,0,0
442174,3,2,2,有,有,,0,0
442175,0,0,0,有,無,,0,0
442176,0,0,0,有,無,,0,0
442177,0,0,0,有,無,,0,0
442178,3,2,2,有,有,坡道平面,0,0
442179,4,2,2,有,無,,0,0
442180,3,2,2,有,有,坡道平面,0,0
442181,0,0,0,有,無,,0,0
442182,3,2,2,有,有,,0,0
442183,3,2,2,有,有,坡道平面,0,0
442184,3,2,2,有,有,,0,0
442185,2,3,4,有,無,,0,0
442186,2,1,1,有,有,,0,0
442187,3,2,2,有,無,,0,0
442188,2,2,2,有,無,,0,0
442189,3,2,2,有,有,,0,0
442190,0,0,0,有,有,坡道平面,32.45999908,250000
442191,0,0,0,有,有,坡道平面,32.45999908,250000
442192,4,2,2,有,有,,0,0
442193,3,2,2,有,有,,0,0
442194,4,2,2,有,有,坡道平面,37.56000137,0
442195,3,1,1,有,無,,0,0
442196,4,1,2,有,無,,0,0
442197,4,2,2,有,有,坡道平面,0,0
442198,2,1,1,有,無,,0,0
442199,3,2,2,有,無,,0,0
442200,0,0,0,有,有,坡道平面,32.88000107,190000
442201,3,2,2,有,有,,0,0
442202,1,1,1,有,有,,0,0
442203,2,1,1,有,無,,0,0
442204,1,1,1,有,有,,0,0
442205,4,2,2,有,有,,0,0
442206,0,0,0,無,有,,0,0
442207,4,2,2,有,有,,0,0
442208,3,1,2,有,有,,0,0
442209,3,3,4,有,無,,0,0
442210,3,2,2,有,有,,0,0
442211,3,2,2,有,無,,0,0
442212,2,2,1,有,無,,0,0
442213,4,2,2,有,有,,0,0
442214,3,2,2,有,有,,0,0
442215,3,2,2,有,無,,0,0
442216,2,2,1,有,有,坡道平面,0,0
442217,3,4,3,有,無,,0,0
442218,3,1,1,有,無,,0,0
442219,1,1,1,有,有,,0,0
442220,3,2,2,有,有,坡道平面,0,0
442221,4,2,3,有,無,,0,0
442222,4,2,2,有,無,,0,0
442223,3,2,2,有,有,,0,0
442224,3,2,2,有,有,坡道平面,19.64999962,800000
442225,3,2,2,有,有,,0,0
442226,4,2,3,有,無,其他,0,0
442227,3,2,2,有,有,坡道平面,0,0
442228,3,2,2,有,有,,0,0
442229,3,3,3,有,無,,0,0
442230,2,1,1,有,有,,0,0
442231,3,2,2,有,無,坡道平面,28.62000084,900000
442232,0,0,0,有,無,,0,0
442233,4,1,2,有,無,,0,0
442234,0,0,0,有,無,,0,0
442235,3,2,1,有,無,,0,0
442236,2,1,1,有,有,,0,0
442237,0,0,0,無,無,,0,0
442238,3,1,2,有,有,,0,0
442239,1,1,1,有,無,,0,0
442240,3,2,2,有,有,坡道平面,32.04000092,950000
442241,3,2,3,有,有,,0,0
442242,3,4,4,有,無,,0,0
442243,2,2,1,有,有,,0,0
442244,2,2,2,有,有,坡道機械,0,0
442245,4,2,2,有,無,,0,0
442246,3,2,2,有,有,坡道平面,0,0
442247,3,2,1,有,無,,0,0
442248,3,2,2,有,無,,0,0
442249,2,1,1,有,有,,0,0
442250,1,2,3,有,無,,0,0
442251,2,3,2,有,無,,0,0
442252,1,1,1,有,無,,0,0
442253,2,1,1,有,有,,0,0
442254,3,2,2,有,無,,0,0
442255,3,3,4,有,無,,0,0
442256,3,2,2,有,無,,0,0
442257,3,2,2,有,有,,0,0
442258,1,1,1,有,有,,0,0
442259,0,0,0,有,有,升降機械,14.94999981,290000
442260,3,1,2,有,無,,0,0
442261,4,2,2,有,有,,0,0
442262,3,2,2,有,無,,0,0
442263,3,2,2,有,有,坡道平面,24.10000038,0
442264,3,1,1,有,無,,0,0
442265,3,2,2,有,有,,0,0
442266,0,0,0,無,無,,0,0
442267,2,2,1,有,有,,0,0
442268,4,2,2,有,有,,0,0
442269,0,0,0,有,有,坡道平面,30.71999931,650000
442270,3,2,1,有,無,,0,0
442271,3,2,2,有,有,,0,0
442272,0,0,0,有,無,,0,0
442273,3,2,2,有,有,,0,0
442274,0,0,0,有,無,,0,0
442275,0,0,0,有,無,,0,0
442276,0,0,0,有,無,,0,0
442277,4,2,2,有,無,,0,0
442278,0,0,0,有,無,,0,0
442279,4,2,2,有,無,,0,0
442280,3,2,2,有,無,坡道平面,31.97999954,850000
442281,3,2,2,有,無,坡道平面,31.97999954,950000
442282,3,2,2,有,無,坡道平面,31.97999954,1100000
442283,0,0,0,有,無,,0,0
442284,4,2,2,有,無,,0,0
442285,3,2,2,有,有,,0,0
442286,4,2,2,有,無,,0,0
442287,5,3,3,有,有,坡道平面,0,0
442288,3,2,2,有,有,,0,0
442289,3,2,2,有,有,坡道平面,0,0
442290,4,2,3,有,無,,0,0
442291,3,2,1,有,無,,0,0
442292,3,2,2,有,無,,0,0
442293,4,2,2,有,無,,0,0
442294,3,2,2,有,有,,0,0
442295,3,2,1,有,無,,0,0
442296,3,1,1,有,無,,0,0
442297,3,1,1,有,無,,0,0
442298,3,2,2,有,有,,0,0
442299,2,2,1,有,有,,0,0
442300,8,0,8,有,無,,0,0
442301,4,3,4,有,無,,0,0
442302,3,2,2,有,有,坡道平面,32.04000092,950000
442303,3,2,2,有,有,坡道平面,28.62000084,900000
442304,3,2,2,有,無,坡道平面,31.97999954,800000
442305,3,2,1,有,無,,0,0
442306,3,2,2,有,有,,0,0
442307,3,2,2,有,有,,0,0
442308,3,1,2,有,無,,0,0
442309,4,2,2,有,無,,0,0
442310,3,2,2,有,有,坡道平面,0,0
442311,0,0,0,有,無,,0,0
442312,0,0,0,有,無,,0,0
442313,0,0,0,有,無,,0,0
442314,3,2,2,有,有,,0,0
442315,3,2,2,有,無,,0,0
442316,1,1,1,有,有,,0,0
442317,2,1,1,有,有,坡道平面,0,400000
442318,3,2,1,有,有,坡道平面,0,0
442319,1,1,1,有,有,,0,0
442320,3,2,2,有,無,,0,0
442321,3,1,1,有,無,,0,0
442322,2,2,1,有,有,,0,0
442323,0,0,1,無,無,,0,0
442324,0,0,0,有,無,,0,0
442325,3,1,1,有,無,,0,0
442326,3,2,2,有,無,,0,0
442327,0,0,0,無,無,,0,0
442328,3,2,2,有,無,,0,0
442329,3,2,2,有,無,,0,0
442330,3,2,1,有,無,,0,0
442331,1,1,1,有,無,,0,0
442332,3,2,2,有,有,坡道平面,0,0
442333,0,0,0,有,有,坡道平面,30.04000092,450000
442334,3,2,1,有,無,,0,0
442335,3,3,2,有,有,,0,0
442336,3,2,2,有,有,坡道平面,0,0
442337,3,2,1,有,有,坡道平面,0,0
442338,3,2,2,有,無,,0,0
442339,4,2,2,有,有,坡道平面,19.94000053,0
442340,3,2,2,有,有,坡道平面,0,0
442341,2,2,1,有,無,,0,0
442342,3,2,2,有,有,,0,0
442343,0,0,0,有,無,坡道平面,41.61999893,500000
442344,2,2,2,有,有,,0,0
442345,2,1,1,有,無,,0,0
442346,3,1,2,有,無,坡道平面,25.37999916,0
442347,3,2,2,有,無,,0,0
442348,3,2,1,有,無,,0,0
442349,3,2,3,有,無,,0,0
442350,4,3,4,有,無,,0,0
442351,2,2,2,有,有,,0,0
442352,3,2,1,有,無,,0,0
442353,0,0,0,有,有,坡道平面,85.48999786,800000
442354,4,2,2,有,有,升降機械,15.40999985,400000
442355,0,0,0,有,有,坡道平面,48.95999908,400000
442356,2,2,1,有,無,,0,0
442357,3,1,1,有,有,,0,0
442358,3,2,2,有,有,,0,0
442359,0,0,0,有,無,,0,0
442360,4,3,3,有,有,坡道平面,0,0
442361,4,1,1,有,無,,0,0
442362,2,2,1,有,無,,0,0
442363,3,2,3,有,有,,0,0
442364,3,3,2,有,無,,0,0
442365,3,2,1,有,無,,0,0
442366,4,2,2,有,無,一樓平面,0,0
442367,4,2,2,有,有,,0,0
442368,4,2,2,有,有,坡道平面,19.94000053,0
442369,3,2,2,有,有,坡道平面,24.15999985,0
442370,2,2,1,有,有,坡道平面,0,0
442371,3,2,2,有,有,,0,0
442372,4,2,4,有,無,,0,0
442373,3,2,2,有,有,坡道平面,26.47999954,0
442374,1,1,1,有,有,,0,0
442375,4,2,2,有,無,坡道平面,0,0
442376,2,1,1,有,無,,0,0
442377,0,0,0,無,無,,0,0
442378,2,2,1,有,無,,0,0
442379,3,2,2,有,有,坡道平面,0,0
442380,3,2,1,有,無,,0,0
442381,2,2,1,有,無,,0,0
442382,2,2,2,有,有,,0,0
442383,1,1,1,有,有,,0,0
442384,1,1,1,有,有,,0,0
442385,5,0,5,有,無,,0,0
442386,3,2,2,有,有,坡道機械,19.63999939,1000000
442387,3,2,1,有,無,,0,0
442388,4,2,2,有,無,,0,0
442389,3,2,2,有,有,,0,0
442390,2,2,1,有,無,,0,0
442391,4,2,2,有,無,,0,0
442392,4,4,5,有,無,,0,0
442393,4,3,5,有,無,,0,0
442394,2,1,1,有,有,坡道平面,0,0
442395,3,2,2,有,有,,0,0
442396,3,2,1,有,有,,0,0
442397,0,0,0,有,無,,0,0
442398,3,1,1,有,無,,0,0
442399,0,0,0,有,無,,0,0
442400,2,1,2,有,無,,0,0
442401,3,2,2,有,無,,0,0
442402,2,1,1,有,無,坡道平面,0,0
442403,3,2,2,有,無,,0,0
442404,3,2,2,有,無,,0,0
442405,3,2,2,有,有,坡道平面,0,0
442406,3,2,2,有,有,,0,0
442407,3,2,1,有,無,,0,0
442408,4,2,2,有,有,,0,0
442409,3,2,2,有,無,,0,0
442410,0,0,0,有,無,,0,0
442411,0,0,0,有,無,,0,0
442412,0,0,0,有,無,,0,0
442413,0,0,0,有,無,,0,0
442414,0,0,0,有,無,,0,0
442415,0,0,0,有,無,,0,0
442416,2,2,1,有,有,坡道平面,0,0
442417,3,2,2,有,有,,0,0
442418,2,1,1,有,有,,0,0
442419,3,2,2,有,無,,0,0
442420,3,2,2,有,無,,0,0
442421,1,1,1,有,有,,0,0
442422,0,0,0,有,無,,0,0
442423,0,0,0,有,無,,0,0
442424,1,1,1,有,無,,0,0
442425,0,0,0,無,無,,0,0
442426,2,1,1,有,無,,0,0
442427,0,0,0,無,無,,0,0
442428,2,1,1,有,無,,0,0
442429,3,2,2,有,有,坡道平面,0,0
442430,3,2,2,有,有,,0,0
442431,3,1,2,有,有,坡道平面,31.14999962,500000
442432,3,2,2,有,有,,0,0
442433,3,2,1,有,無,,0,0
442434,3,1,2,有,有,升降機械,0,0
442435,3,2,2,有,有,,0,0
442436,3,2,2,有,無,,0,0
442437,3,2,1,有,無,,0,0
442438,3,2,2,有,有,坡道機械,19.63999939,1000000
442439,2,2,1,有,有,,0,0
442440,1,1,1,有,無,,0,0
442441,2,1,2,有,有,坡道平面,45.95000076,400000
442442,3,2,2,有,有,坡道平面,22.79999924,0
442443,6,3,4,有,無,,0,0
442444,3,2,1,有,無,,0,0
442445,0,0,0,有,無,,0,0
442446,3,2,2,有,有,升降機械,12.52000046,700000
442447,0,0,0,無,有,,0,0
442448,3,2,2,有,有,,0,0
442449,3,2,2,有,有,坡道平面,0,0
442450,3,1,2,有,有,坡道平面,0,0
442451,0,0,0,有,有,坡道平面,36.52999878,400000
442452,3,2,2,有,無,,0,0
442453,2,2,1,有,無,,0,0
442454,3,1,1,有,無,,0,0
442455,0,0,0,有,有,坡道平面,34.36999893,690000
442456,3,2,2,有,無,,0,0
442457,2,1,1,有,有,,0,0
442458,4,2,3,有,無,,0,0
442459,3,2,2,有,無,坡道平面,31.76000023,800000
442460,3,2,2,有,無,坡道平面,31.97999954,950000
442461,3,2,2,有,無,坡道平面,31.97999954,0
442462,3,2,1,有,無,,0,0
442463,4,2,2,有,有,,0,0
442464,2,2,1,有,有,坡道平面,30.04000092,0
442465,3,1,2,有,有,,0,0
442466,3,1,1,有,無,,0,0
442467,3,2,2,有,有,,0,0
442468,4,3,1,有,無,,0,0
442469,2,2,1,有,無,,0,0
442470,3,2,2,有,有,,0,0
442471,3,2,2,有,有,坡道平面,0,0
442472,3,2,2,有,有,,0,0
442473,3,1,2,有,無,,0,0
442474,1,1,1,有,有,,0,0
442475,2,1,2,有,有,,0,0
442476,1,1,1,有,有,,0,0
442477,1,1,1,有,有,,0,0
442478,2,2,1,有,有,,0,0
442479,3,2,2,有,無,一樓平面,43.41999817,0
442480,3,2,2,有,有,一樓平面,0,600000
442481,1,1,1,有,無,,0,0
442482,2,1,1,有,有,,0,0
442483,0,0,0,有,無,,0,0
442484,0,0,0,有,無,,0,0
442485,2,1,1,有,無,,0,0
442486,2,2,1,有,無,坡道機械,20.15999985,400000
442487,3,2,2,有,無,,0,0
442488,2,2,1,有,無,,0,0
442489,0,0,0,有,無,,0,0
442490,0,0,0,有,無,,0,0
442491,1,1,1,有,有,坡道平面,23.86000061,0
442492,2,2,1,有,有,,0,0
442493,1,1,1,有,無,,0,0
442494,2,1,1,有,有,,0,0
442495,3,2,2,有,無,,0,0
442496,3,2,2,有,有,,0,0
442497,3,2,2,有,無,,0,0
442498,4,2,1,有,無,,0,0
442499,2,1,1,有,無,,0,0
442500,0,0,0,有,有,升降平面,17.70000076,1200000
442501,4,2,2,有,有,坡道平面,19.94000053,0
442502,4,2,2,有,有,坡道平面,19.94000053,0
442503,4,2,2,有,有,坡道平面,19.94000053,0
442504,4,2,2,有,有,坡道平面,19.94000053,0
442505,4,2,2,有,有,坡道平面,19.94000053,0
442506,3,2,2,有,有,,0,0
442507,3,2,2,有,有,坡道平面,32.04000092,950000
442508,3,2,2,有,無,,0,0
442509,2,1,1,有,無,,0,0
442510,1,1,1,有,無,,0,0
442511,2,2,2,有,有,升降機械,10.81000042,0
442512,3,4,3,有,無,,0,0
442513,3,2,2,有,無,,0,0
442514,2,2,2,有,無,,0,0
442515,4,2,2,有,有,,0,0
442516,3,2,2,有,有,,0,0
442517,2,1,1,有,無,,0,0
442518,0,0,0,有,無,,0,0
442519,5,1,1,有,無,,0,0
442520,1,1,1,有,有,,0,0
442521,3,2,2,有,有,,0,0
442522,3,2,2,有,無,,0,0
442523,3,2,1,有,有,,0,0
442524,2,1,1,有,有,,0,0
442525,3,3,4,有,無,,0,0
442526,0,0,0,有,無,,0,0
442527,4,2,2,有,無,,0,0
442528,0,0,0,無,無,,0,0
442529,4,1,2,有,無,,0,0
442530,3,2,2,有,有,升降機械,12.52000046,800000
442531,1,0,1,有,無,,0,0
442532,1,0,1,有,無,,0,0
442533,3,2,2,有,有,,0,0
442534,3,2,2,有,無,,0,0
442535,2,1,1,有,有,,0,0
442536,3,2,2,有,有,坡道平面,0,0
442537,3,2,2,有,有,,0,0
442538,3,2,2,有,無,,0,0
442539,3,2,2,有,有,,0,0
442540,3,2,1,有,無,,0,0
442541,3,2,2,有,有,坡道平面,40.18000031,900000
442542,3,2,2,有,有,坡道平面,40.18000031,750000
442543,2,2,2,有,有,坡道平面,40.18999863,800000
442544,3,2,2,有,有,坡道平面,80.37999725,1450000
442545,3,2,2,有,無,,0,0
442546,2,1,1,有,有,,0,0
442547,2,2,1,有,有,,0,0
442548,3,2,3,有,有,一樓平面,0,0
442549,2,1,1,有,有,,0,0
442550,3,1,2,有,無,,0,0
442551,3,2,1,有,有,,0,0
442552,3,2,1,有,有,,0,0
442553,3,2,1,有,有,,0,0
442554,1,1,1,有,有,,0,0
442555,3,2,2,有,有,,0,0
442556,3,2,2,有,有,坡道平面,0,0
442557,0,0,0,無,無,,0,0
442558,3,2,1,有,無,,0,0
442559,3,1,2,有,有,,0,0
442560,2,2,1,有,有,,0,0
442561,2,2,1,有,有,,0,0
442562,4,2,4,有,無,一樓平面,0,0
442563,3,2,2,有,無,,0,0
442564,4,2,2,有,有,坡道平面,22.79999924,0
442565,3,1,1,有,無,,0,0
442566,3,2,1,有,有,,0,0
442567,2,2,2,有,無,,0,0
442568,3,2,3,有,有,,0,0
442569,0,0,1,有,無,,0,0
442570,4,3,3,有,有,坡道機械,0,0
442571,2,1,1,有,無,,0,0
442572,2,2,1,有,有,坡道平面,0,0
442573,3,2,2,有,無,,0,0
442574,3,2,2,有,有,,0,0
442575,3,1,2,有,無,,0,0
442576,0,0,0,有,無,,0,0
442577,0,0,0,有,無,,0,0
442578,1,1,1,有,無,,0,0
442579,3,2,1,有,有,,0,0
442580,4,2,2,有,無,,0,0
442581,4,1,2,有,無,,0,0
442582,0,0,0,有,無,,0,0
442583,2,1,1,有,有,,0,0
442584,3,2,3,有,有,,0,0
442585,3,2,1,有,無,坡道平面,0,0
442586,3,1,1,有,無,,0,0
442587,3,2,1,有,有,,0,0
442588,4,2,2,有,有,坡道平面,34.90000153,0
442589,4,1,3,有,有,,0,0
442590,3,1,2,有,無,,0,0
442591,0,0,0,有,無,,0,0
442592,0,0,0,有,無,,0,0
442593,3,2,2,有,有,坡道平面,0,0
442594,2,1,1,有,無,,0,0
442595,3,2,2,有,有,,0,0
442596,2,2,1,有,有,,0,0
442597,0,0,0,有,無,,0,0
442598,4,1,2,有,無,,0,0
442599,4,2,2,有,有,坡道平面,0,0
