ID,F30,F32,F00,F01,F11
456355,RPOQMLLJPHKFFCC57CA,C,安樂區,4,9
456356,RPPQMLLJPHKFFCC67CA,C,七堵區,4,9
456357,RPQQMLLJPHKFFCC77CA,C,七堵區,4,9
456358,RPTOMLLJPHKFFCC87CA,C,七堵區,3,9
456359,RPXQMLLJPHKFFCC48CA,C,七堵區,3,9
456360,RPPOMLMJPHKFFCC57CA,C,七堵區,3,2
456361,RPWNMLSKOHKFFCC78CA,C,七堵區,3,8
456362,RPPOMLQKOHKFFCC97CA,C,七堵區,3,2
456363,RPVOMLMKOHKFFCC18CA,C,七堵區,4,9
456364,RPRNMLPKOHKFFCC97CA,C,七堵區,3,3
456365,RPUNMLPKOHKFFCC28CA,C,七堵區,4,3
456366,RPPNMLMKOHKFFCC47CA,C,中山區,3,2
456367,RPQOMLLKOHKFFCC57CA,C,七堵區,3,9
456368,RPPOMLSKOHKFFBC08CA,C,信義區,3,2
456369,RPUNMLNLOHKFFBC08CA,C,中正區,3,3
456370,RPQNMLSJPHKFFBC08CA,C,中正區,3,3
456371,RPTNMLRKOHKFFBC28CA,C,信義區,3,8
456372,RPPNMLPKOHKFFBC67CA,C,中正區,3,7
456373,RPQNMLQKOHKFFBC87CA,C,中正區,3,3
456374,RPSNMLPKOHKFFBC97CA,C,中正區,3,8
456375,RPTNMLQKOHKFFBC18CA,C,中正區,3,7
456376,RPSNMLLKOHKFFBC57CA,C,中正區,3,2
456377,RPXNMLMKOHKFFBC18CA,C,中正區,2,4
456378,RPOOMLMKOHKFFBC37CA,C,中正區,3,3
456379,RPRPMLNJPHKFFCC18EA,C,暖暖區,3,2
456380,SPRPMLNJPHKFFCC28EA,C,暖暖區,3,2
456381,RPUNMLPKOHKFFBC28DA,C,中正區,3,3
456382,RPVNMLPKOHKFFBC38DA,C,中正區,3,7
456383,RPUNMLKMOHKFFBC97DA,C,中正區,3,2
456384,RPQNMLNKPHKFFBC77DA,C,中正區,4,3
456385,RPQNMLMKOHKFFBC47CA,C,信義區,3,2
456386,RPRNMLPKOHKFFBC87CA,C,信義區,3,2
456387,RPVNMLQKOHKFFBC38CA,C,仁愛區,3,7
456388,RPSNMLSKOHKFFBC28CA,C,中正區,4,3
456389,RPUNMLSKOHKFFBC48CA,C,信義區,3,2
456390,RPPNMLNLOHKFFBC57CA,C,中正區,3,2
456391,RPSNMLMLOHKFFBC77CA,C,信義區,4,9
456392,RPTNMLQLOHKFFBC28CA,C,信義區,3,2
456393,RPXNMLPKOHKFFCC58CA,C,七堵區,3,2
456394,RPSOMLLLOHKFFCC87CA,C,七堵區,3,2
456395,RPUNMLMJPHKFFCC97CA,C,中山區,3,8
456396,SPUNMLMJPHKFFCC08CA,C,中山區,3,8
456397,RPSQMLLJPHKFFCC97CA,C,安樂區,3,2
456398,RPSNMLTLOHKFFCC58CA,C,安樂區,3,3
456399,RPTNMLTLOHKFFCC68CA,C,安樂區,3,3
456400,RPUNMLTLOHKFFCC78CA,C,安樂區,3,3
456401,RPVNMLTLOHKFFCC88CA,C,安樂區,3,3
456402,RPRNMLTLOHKFFCC48CA,C,安樂區,3,2
456403,RPVOMLTLOHKFFCC98CA,C,七堵區,3,9
456404,RPVQMLLJPHKFFCC28CA,C,七堵區,3,2
456405,RPSNMLNJPHKFFCC87CA,C,七堵區,3,2
456406,RPPOMLPKOHKFFCC87CA,C,七堵區,3,8
456407,RPOOMLSKOHKFFCC08CA,C,暖暖區,3,2
456408,RPRNMLNLOHKFFCC87CA,C,暖暖區,4,3
456409,RPTOMLRKOHKFFCC48CA,C,七堵區,3,5
456410,RPRNMLOLOHKFFCC97CA,C,七堵區,3,8
456411,RPUNMLQLOHKFFBC38CA,C,信義區,3,9
456412,RPQNMLNLOHKFFBC67CA,C,仁愛區,3,2
456413,RPPOMLRKOHKFFBC97CA,C,信義區,3,2
456414,RPPNMLOJPHKFFBC57CA,C,中正區,1,4
456415,RPUOMLRKOHKFFBC48CA,C,信義區,3,9
456416,RPVOMLRKOHKFFBC58CA,C,中正區,3,8
456417,RPQNMLSKOHKFFBC08CA,C,信義區,3,2
456418,RPXNMLPKOHKFFBC48CA,C,信義區,3,8
456419,RPROMLQKOHKFFBC08CA,C,中正區,2,4
456420,RPSOMLQKOHKFFBC18CA,C,中正區,2,4
456421,RPTOMLQKOHKFFBC28CA,C,中正區,2,4
456422,RPQNMLOKOHKFFBC67CA,C,信義區,3,8
456423,RPWPMLLJPHKFFCC48EA,C,七堵區,3,2
456424,RPOOMLQKOHKFFCC08EA,C,安樂區,3,3
456425,RPTOMLMKOHKFFCC18EA,C,中山區,4,9
456426,RPOOMLMKOHKFFCC57DA,C,暖暖區,3,2
456427,RPSNMLOLOHKFFCC18DA,C,七堵區,1,4
456428,RPTNMLOLOHKFFCC28DA,C,七堵區,1,4
456429,RPUNMLOLOHKFFCC38DA,C,七堵區,1,4
456430,RPVNMLRKOHKFFCC68DA,C,安樂區,4,3
456431,RPVNMLMKQHKFFBC28DA,C,中正區,3,2
456432,RPQOMLQKOHKFFBC97CA,C,中正區,3,2
456433,RPUNMLQKOHKFFBC28CA,C,中正區,3,2
456434,RPXNMLQKOHKFFBC58CA,C,信義區,4,9
456435,RPOOMLPKOHKFFBC67CA,C,信義區,3,2
456436,RPPNMLQKOHKFFBC77CA,C,中正區,3,8
456437,RPROMLSKOHKFFBC28CA,C,信義區,3,2
456438,RPVNMLMLOHKFFBC08CA,C,信義區,3,7
456439,RPPOMLNLOHKFFCC77CA,C,安樂區,3,3
456440,RPQNMLSKOHKFFCC18CA,C,暖暖區,4,3
456441,RPPNMLQKOHKFFCC87CA,C,安樂區,3,2
456442,RPUOMLQKOHKFFCC48CA,C,安樂區,3,8
456443,RPVOMLQKOHKFFCC58CA,C,暖暖區,3,9
456444,RPPNMLKKPHKFFCC37CA,C,暖暖區,3,7
456445,RPPNMLOKPHKFFCC77CA,C,安樂區,3,3
456446,RPPNMLPKPHKFFCC87CA,C,安樂區,3,2
456447,RPWQMLLJPHKFFCC38CA,C,暖暖區,3,9
456448,RPTOMLTLOHKFFCC78CA,C,安樂區,3,2
456449,RPUOMLTLOHKFFCC88CA,C,安樂區,3,2
456450,RPQNMLRLOHKFFCC18CA,C,七堵區,3,2
456451,RPRNMLOKPHKFFCC97CA,C,七堵區,3,2
456452,RPRNMLNKPHKFFCC87CA,C,暖暖區,4,3
456453,RPPNMLTJPHKFFCC18CA,C,七堵區,3,2
456454,RPQNMLMLOHKFFCC67CA,C,安樂區,3,3
456455,RPUOMLRKOHKFFCC58CA,C,安樂區,3,3
456456,RPPNMLQLOHKFFCC97CA,C,七堵區,3,2
456457,RPPNMLTKOHKFFBC08CA,C,信義區,3,2
456458,RPQOMLSKOHKFFBC18CA,C,中正區,4,3
456459,RPQNMLOLOHKFFBC77CA,C,中正區,3,2
456460,RPRNMLTLOHKFFBC38CA,C,信義區,3,2
456461,RPOOMLQLOHKFFBC87CA,C,信義區,3,3
456462,RPQNMLMKPHKFFBC57CA,C,中正區,1,4
456463,RPXNMLSJPHKFFBC78CA,C,中正區,5,2
456464,SPXNMLSJPHKFFBC88CA,C,中正區,5,2
456465,RPUNMLRKOHKFFBC38CA,C,信義區,3,8
456466,RPQNMLRKOHKFFBC08DA,C,中正區,3,9
456467,RPRNMLRKOHKFFBC18DA,C,信義區,3,9
456468,RPVNMLLJPHKFFCC08DA,C,安樂區,3,3
456469,RPQNMLPKPHKFFBC08EA,C,信義區,1,4
456470,RPPNMLMLOHKFFCC67DA,C,七堵區,3,8
456471,RPVTMLLMQHKFFBC98DA,C,中正區,3,2
456472,RPPPMLQJQHKFFBC18DA,C,中正區,3,3
456473,RPTNMLSKOHKFFBC38CA,C,中正區,4,3
456474,RPOOMLRKOHKFFBC87CA,C,信義區,3,2
456475,RPRNMLSKOHKFFBC18CA,C,中正區,3,3
456476,RPPNMLKKPHKFFBC27CA,C,信義區,3,2
456477,RPXNMLNKPHKFFBC38CA,C,仁愛區,4,3
456478,RPSNMLQLOHKFFBC18CA,C,中正區,4,9
456479,RPPNMLKLOHKFFBC27CA,C,仁愛區,3,2
456480,RPQNMLMLOHKFFBC57CA,C,信義區,1,4
456481,RPROMLNLOHKFFCC97CA,C,安樂區,4,3
456482,RPVNMLSKOHKFFCC68CA,C,七堵區,4,9
456483,RPPNMLNLOHKFFCC67CA,C,暖暖區,3,9
456484,RPWNMLRKOHKFFCC68CA,C,七堵區,1,4
456485,RPSPMLNJPHKFFCC08CA,C,暖暖區,2,4
456486,RPSOMLQLOHKFFCC38CA,C,暖暖區,3,8
456487,RPROMLOLOHKFFCC08CA,C,中山區,3,2
456488,RPQNMLQKPHKFFCC08CA,C,安樂區,3,7
456489,RPXNMLTLOHKFFCC09CA,C,安樂區,3,3
456490,RPSNMLQLOHKFFCC28CA,C,七堵區,3,2
456491,RPOOMLQLOHKFFCC97CA,C,暖暖區,3,9
456492,RPQPMLLJPHKFFCC67CA,C,七堵區,4,9
456493,RPSPMLLJPHKFFCC87CA,C,七堵區,4,9
456494,RPVPMLLJPHKFFCC18CA,C,七堵區,3,9
456495,RPXNMLNKPHKFFCC48CA,C,暖暖區,3,2
456496,RPUNMLNLOHKFFCC18CA,C,暖暖區,3,3
456497,RPWNMLNLOHKFFCC38CA,C,暖暖區,4,3
456498,RPQOMLNLOHKFFCC87CA,C,暖暖區,4,3
456499,RPQNMLPLOHKFFCC97CA,C,安樂區,3,8
456500,RPRNMLNLOHKFFBC77CA,C,中正區,4,3
456501,RPTNMLPLOHKFFBC18CA,C,中正區,2,4
456502,RPPNMLOLOHKFFBC67CA,C,仁愛區,3,3
456503,RPPOMLMLOHKFFBC57CA,C,中正區,3,2
456504,RPRQMLPKPHKFFBC28CA,C,中正區,3,2
456505,RPVNMLTJPHKFFBC68CA,C,中正區,3,3
456506,RPOPMLQJQHKFFBC08DA,C,中正區,3,3
456507,RPXNMLNLOHKFFCC68EA,C,安樂區,4,3
456508,RPWNMLQLOHKFFBC68DA,C,中正區,1,4
456509,RPXNMLTJPHKFFBC88CA,C,信義區,3,7
456510,RPQNMLQLOHKFFBC97CA,C,信義區,3,8
456511,RPOOMLOLOHKFFBC67CA,C,仁愛區,3,2
456512,RPSNMLNLOHKFFBC87CA,C,仁愛區,3,8
456513,RPPNMLRLOHKFFBC97CA,C,信義區,3,9
456514,RPVNMLKMOHKFFBC97CA,C,中正區,3,3
456515,RPQNMLLJPHKFFBC37CA,C,中正區,3,7
456516,RPTNMLMJPHKFFBC77CA,C,信義區,3,2
456517,RPRNMLPLOHKFFCC08CA,C,暖暖區,3,9
456518,RPSNMLPLOHKFFCC18CA,C,暖暖區,1,4
456519,RPXNMLNLOHKFFCC48CA,C,安樂區,3,2
456520,RPUNMLOKPHKFFCC28CA,C,七堵區,4,9
456521,RPVNMLOKPHKFFCC38CA,C,七堵區,4,9
456522,RPRNMLRLOHKFFCC28CA,C,中山區,3,2
456523,RPQOMLTLOHKFFCC48CA,C,七堵區,3,8
456524,RPROMLTLOHKFFCC58CA,C,七堵區,4,9
456525,RPPOMLKMOHKFFCC57CA,C,七堵區,2,4
456526,RPTOMLPKPHKFFCC38CA,C,暖暖區,3,2
456527,RPUOMLLLPHKFFCC18CA,C,七堵區,3,2
456528,RPVOMLKMOHKFFCC18CA,C,安樂區,3,2
456529,RPPOMLQLOHKFFCC08CA,C,安樂區,3,3
456530,RPXNMLQLOHKFFCC78CA,C,七堵區,3,2
456531,RPROMLQLOHKFFCC28CA,C,暖暖區,3,9
456532,RPUNMLTJPHKFFCC68CA,C,安樂區,3,2
456533,RPQOMLOLOHKFFCC97CA,C,暖暖區,3,2
456534,RPWNMLKMOHKFFBC08CA,C,信義區,4,3
456535,RPVNMLQLOHKFFBC48CA,C,仁愛區,3,5
456536,RPRNMLPLOHKFFBC97CA,C,信義區,3,8
456537,RPWNMLOLOHKFFBC38CA,C,中正區,3,2
456538,RPUNMLTJPHKFFBC58CA,C,中正區,3,7
456539,RPWNMLLLPHKFFBC18CA,C,信義區,1,4
456540,RPQNMLOKPHKFFBC77CA,C,信義區,3,2
456541,RPSNMLPLOHKFFBC08CA,C,仁愛區,4,2
456542,RPQOMLOLOHKFFBC87CA,C,中正區,3,8
456543,RPQNMLPLOHKFFBC87CA,C,中正區,3,9
456544,RPPNMLQLOHKFFBC87CA,C,中正區,3,8
456545,RPRNMLKMOHKFFBC57CA,C,信義區,3,2
456546,RPOOMLLJPHKFFBC27CA,C,信義區,2,4
456547,RPWNMLNJPHKFFCC28CA,C,安樂區,3,2
456548,RPUOMLQJPHKFFCC48CA,C,安樂區,3,2
456549,RPPNMLRLOHKFFCC08CA,C,暖暖區,3,2
456550,RPTOMLKMOHKFFCC97CA,C,暖暖區,3,9
456551,RPXNMLKMOHKFFCC28CA,C,暖暖區,1,4
456552,RPTQMLLJPHKFFCC08CA,C,安樂區,3,9
456553,RPPNMLKLPHKFFCC47CA,C,暖暖區,4,3
456554,RPTOMLQJPHKFFCC58EA,C,中山區,1,4
456555,RPWNMLKMOHKFFCC38EA,C,中山區,3,2
456556,RPWNMLLJPHKFFCC28EA,C,中山區,3,2
456557,RPXNMLKLPHKFFCC28CA,C,暖暖區,3,3
456558,RPQOMLRLPHKFFCC38CA,C,七堵區,3,3
456559,RPWNMLMJPHKFFCC18CA,C,暖暖區,3,2
456560,RPRNMLKMOHKFFCC67CA,C,七堵區,3,3
456561,RPWNMLTLOHKFFCC98CA,C,安樂區,3,2
456562,RPTOMLQJPHKFFCC38CA,C,七堵區,2,4
456563,RPQNMLQJPHKFFCC97CA,C,七堵區,3,2
456564,RPRNMLQJPHKFFCC08CA,C,七堵區,4,5
456565,RPSNMLQJPHKFFCC18CA,C,安樂區,3,9
456566,RPRNMLQLOHKFFCC18CA,C,安樂區,4,9
456567,RPTNMLPLOHKFFCC28CA,C,暖暖區,3,8
456568,RPQOMLLJPHKFFBC47CA,C,信義區,2,4
456569,RPROMLLJPHKFFBC57CA,C,信義區,3,9
456570,RPPNMLLJPHKFFBC27CA,C,仁愛區,4,9
456571,RPTNMLKMOHKFFBC77CA,C,仁愛區,3,7
456572,RPQNMLRLOHKFFBC08CA,C,中正區,4,3
456573,RPRNMLRLOHKFFBC18CA,C,中正區,3,2
456574,RPSNMLRLOHKFFBC28CA,C,中正區,3,2
456575,RPSNMLNLPHKFFBC97CA,C,中正區,3,2
456576,RPROMLKLPHKFFBC67CA,C,中正區,3,2
456577,RPTNMLLLPHKFFBC87CA,C,信義區,3,9
456578,RPTNMLLJPHKFFBC67CA,C,中正區,3,3
456579,RPPNMLMJPHKFFBC37CA,C,中正區,3,3
456580,RPPNMLQJPHKFFBC77CA,C,中正區,3,2
456581,RPTPMLNJPHKFFCC18CA,C,七堵區,3,2
456582,RPSOMLNJPHKFFCC97CA,C,安樂區,3,2
456583,RPUOMLLJPHKFFCC97CA,C,安樂區,3,3
456584,RPROMLLJPHKFFCC67CA,C,安樂區,3,3
456585,RPVOMLLLPHKFFCC28CA,C,安樂區,4,3
456586,RPQPMLQJQHKFFBC28DA,C,中正區,3,9
456587,RPQOMLKMOHKFFCC87EA,C,暖暖區,1,4
456588,RPROMLKMOHKFFCC97EA,C,暖暖區,1,4
456589,RPRNMLSLMHLFFBC38EA,C,中正區,4,7
456590,RPXOMLPKPHKFFCC78CA,C,七堵區,3,2
456591,RPQQMLKMOHKFFCC87CA,C,安樂區,3,9
456592,RPRQMLKMOHKFFCC97CA,C,暖暖區,3,2
456593,RPQOMLNJPHKFFCC77CA,C,安樂區,3,2
456594,RPROMLMJPHKFFCC77CA,C,安樂區,3,2
456595,RPVOMLQJPHKFFCC58CA,C,安樂區,3,2
456596,RPOOMLSJPHKFFCC08CA,C,安樂區,3,3
456597,RPWNMLOKPHKFFCC48CA,C,安樂區,3,2
456598,RPRNMLPKPHKFFCC08CA,C,安樂區,3,9
456599,RPPQMLQJPHKFFBC08CA,C,信義區,3,2
456600,RPUPMLPKPHKFFBC48CA,C,中正區,3,2
456601,RPUNMLMJPHKFFBC87CA,C,中正區,3,3
456602,RPXNMLLJPHKFFBC08CA,C,信義區,2,4
456603,RPQNMLKMOHKFFBC47CA,C,中正區,4,3
456604,RPRNMLLJPHKFFBC47CA,C,信義區,3,2
456605,RPXNMLKMOHKFFBC18CA,C,信義區,3,9
456606,RPOOMLKMOHKFFBC37CA,C,信義區,3,2
456607,RPPOMLKMOHKFFBC47CA,C,信義區,4,2
456608,RPRNMLKLPHKFFBC57CA,C,信義區,3,2
456609,RPTNMLMLPHKFFBC97CA,C,信義區,3,2
456610,RPVNMLRLPHKFFBC68CA,C,信義區,1,4
456611,RPQOMLTLPHKFFBC48CA,C,仁愛區,3,3
456612,RPSOMLTLPHKFFBC68CA,C,中正區,3,2
456613,RPQOMLKMPHKFFBC67CA,C,信義區,3,2
456614,RPSOMLLJPHKFFBC67CA,C,中正區,3,9
456615,RPPNMLNJPHKFFBC47CA,C,中正區,3,2
456616,RPVPMLPKPHKFFBC58CA,C,中正區,3,2
456617,RPWPMLPKPHKFFBC68CA,C,中正區,3,2
456618,RPXPMLPKPHKFFBC78CA,C,中正區,3,2
456619,RPOQMLPKPHKFFBC97CA,C,中正區,3,2
456620,RPUNMLSJPHKFFBC48CA,C,仁愛區,3,2
456621,RPSOMLOKPHKFFCC18CA,C,暖暖區,4,3
456622,RPQNMLNJPHKFFCC67CA,C,安樂區,3,9
456623,RPVOMLNJPHKFFCC28CA,C,七堵區,3,3
456624,RPWOMLNJPHKFFCC38CA,C,中山區,3,9
456625,RPTNMLMJPHKFFCC87CA,C,七堵區,3,2
456626,RPPNMLMJPHKFFCC47CA,C,七堵區,4,9
456627,RPQNMLRLPHKFFCC28CA,C,安樂區,4,3
456628,RPRNMLRLPHKFFCC38CA,C,安樂區,4,3
456629,RPTNMLRLPHKFFCC58CA,C,安樂區,4,3
456630,RPUNMLRLPHKFFCC68CA,C,安樂區,4,3
456631,RPVNMLRLPHKFFCC78CA,C,安樂區,4,3
456632,RPOOMLKLPHKFFCC47CA,C,七堵區,3,2
456633,RPQNMLLLPHKFFCC67CA,C,七堵區,3,2
456634,RPRNMLLLPHKFFCC77CA,C,暖暖區,3,9
456635,RPOOMLRLPHKFFCC18CA,C,安樂區,4,3
456636,RPSOMLKMPHKFFCC97CA,C,安樂區,4,9
456637,RPTOMLKMPHKFFCC08CA,C,暖暖區,4,3
456638,RPSNMLMJPHKFFCC77CA,C,安樂區,3,2
456639,RPOOMLMJPHKFFCC47CA,C,安樂區,3,2
456640,RPRNMLNJPHKFFCC77CA,C,七堵區,3,2
456641,RPPNMLNJPHKFFCC57CA,C,安樂區,4,3
456642,RPXNMLQJPHKFFCC68CA,C,安樂區,3,2
456643,RPOOMLTJPHKFFCC18CA,C,七堵區,3,2
456644,RPPOMLTJPHKFFCC28CA,C,七堵區,3,2
456645,RPVNMLSJPHKFFBC58CA,C,仁愛區,3,2
456646,RPUPMLRJPHKFFBC58CA,C,仁愛區,3,2
456647,RPPQMLRJPHKFFBC18CA,C,中正區,3,3
456648,RPWOMLNJPHKFFBC28CA,C,仁愛區,3,2
456649,RPSSMLNJPHKFFBC28CA,C,中正區,4,3
456650,RPQOMLNJPHKFFBC67CA,C,中正區,3,2
456651,RPPQMLPKPHKFFBC08CA,C,中正區,3,2
456652,RPQQMLPKPHKFFBC18CA,C,中正區,3,2
456653,RPPNMLKLPHKFFBC37CA,C,信義區,3,2
456654,RPTNMLPKPHKFFBC18CA,C,信義區,3,2
456655,RPQNMLNJPHKFFBC57CA,C,中正區,3,2
456656,RPRNMLNJPHKFFBC67CA,C,信義區,3,2
456657,RPQNMLMJPHKFFBC47CA,C,信義區,4,9
456658,RPUOMLLJPHKFFBC87CA,C,中正區,3,8
456659,RPSNMLLJPHKFFBC57CA,C,中正區,3,2
456660,RPUOMLRLPHKFFBC68CA,C,中正區,3,2
456661,RPVOMLRLPHKFFBC78CA,C,中正區,3,2
456662,RPSNMLNJPHKFFBC77CA,C,信義區,4,9
456663,RPPOMLNJPHKFFBC57CA,C,中正區,3,2
456664,RPRNMLPKPHKFFBC97CA,C,信義區,3,9
456665,RPUNMLQKPHKFFBC38CA,C,仁愛區,4,2
456666,RPXPMLQJPHKFFBC78CA,C,信義區,3,8
456667,RPQNMLQJPHKFFBC87CA,C,中正區,4,3
456668,RPRSMLRJPHKFFBC58CA,C,中正區,3,3
456669,RPSSMLRJPHKFFBC68CA,C,中正區,2,4
456670,RPVPMLRJPHKFFBC68CA,C,仁愛區,3,2
456671,RPSPMLRJPHKFFBC38CA,C,中正區,3,3
456672,RPTPMLRJPHKFFBC48CA,C,中正區,3,8
456673,RPWNMLSJPHKFFBC68CA,C,中正區,4,9
456674,RPVNMLNJPHKFFCC18CA,C,安樂區,3,9
456675,RPXNMLTJPHKFFCC98CA,C,暖暖區,4,2
456676,RPTOMLOKPHKFFCC28CA,C,七堵區,3,2
456677,RPPNMLRJPHKFFCC97CA,C,安樂區,3,3
456678,RPRNMLRJPHKFFCC18CA,C,安樂區,3,2
456679,RPSNMLSJPHKFFCC38CA,C,安樂區,4,3
456680,RPUNMLSJPHKFFCC58CA,C,中山區,3,2
456681,RPTNMLNJPHKFFCC97CA,C,暖暖區,3,2
456682,RPWNMLRLPHKFFCC88CA,C,安樂區,4,3
456683,RPXNMLRLPHKFFCC98CA,C,安樂區,4,3
456684,RPPNMLRLPHKFFCC18CA,C,安樂區,4,3
456685,RPTNMLPLQHKFFBC48DA,C,中正區,3,3
456686,RPXNMLNJPHKFFCC58EA,C,安樂區,3,2
456687,RPVOMLPKPHKFFCC78EA,C,安樂區,3,3
456688,RPQNMLKLPHKFFCC57CA,C,安樂區,3,2
456689,RPUNMLNJPHKFFCC08CA,C,暖暖區,3,9
456690,RPWNMLSJPHKFFCC78CA,C,安樂區,3,2
456691,RPRNMLSJPHKFFCC28CA,C,暖暖區,4,9
456692,RPQOMLQJPHKFFCC08CA,C,暖暖區,4,9
456693,RPXOMLQJPHKFFCC78CA,C,安樂區,3,5
456694,RPRNMLQJPHKFFBC97CA,C,中正區,3,3
456695,RPPNMLRLPHKFFBC08CA,C,中正區,3,2
456696,RPQNMLSLPHKFFBC28CA,C,仁愛區,4,3
456697,RPOPMLQJPHKFFCC97CA,C,安樂區,3,2
456698,RPTNMLRJPHKFFCC38CA,C,七堵區,3,9
456699,RPUOMLOKPHKFFCC38CA,C,安樂區,3,2
456700,RPROMLOKPHKFFCC08CA,C,暖暖區,3,3
456701,RPTNMLNKPHKFFCC08CA,C,暖暖區,3,3
456702,RPVNMLNKPHKFFCC28CA,C,七堵區,3,9
456703,RPRNMLTJPHKFFCC38CA,C,中山區,5,2
456704,RPSNMLTJPHKFFCC48CA,C,七堵區,4,8
456705,RPROMLPKPHKFFCC18CA,C,安樂區,3,5
456706,RPSNMLRLPHKFFCC48CA,C,安樂區,4,3
456707,RPUNMLMLPHKFFCC18CA,C,七堵區,3,3
456708,RPQNMLTJPHKFFCC48EA,C,安樂區,3,2
456709,RPQNMLRJPHKFFCC18DA,C,安樂區,3,3
456710,RPPNMLRJPHKFFBC97DA,C,中正區,3,2
456711,RPPNMLRKPHKFFBC08DA,C,中正區,3,2
456712,RPRNMLNLPHKFFCC97CA,C,七堵區,4,2
456713,RPROMLOLPHKFFCC18CA,C,暖暖區,3,9
456714,RPPNMLTLPHKFFCC38CA,C,安樂區,3,2
456715,RPTNMLOJQHKFFCC18CA,C,安樂區,3,8
456716,RPQOMLTJPHKFFCC38CA,C,七堵區,3,2
456717,RPROMLTJPHKFFCC48CA,C,安樂區,3,2
456718,RPPNMLSLPHKFFBC18CA,C,信義區,4,3
456719,RPVNMLRKPHKFFBC58CA,C,仁愛區,5,2
456720,RPQOMLOJQHKFFBC87CA,C,中正區,3,3
456721,RPWPMLRJPHKFFBC78CA,C,中正區,3,2
456722,RPSNMLSJPHKFFBC28CA,C,仁愛區,1,4
456723,RPWNMLTJPHKFFBC78CA,C,中正區,4,3
456724,RPOOMLSJPHKFFBC97CA,C,仁愛區,5,2
456725,RPOOMLTJPHKFFBC08CA,C,信義區,3,2
456726,RPPNMLNKPHKFFBC57CA,C,中正區,3,2
456727,RPPNMLQKPHKFFBC87CA,C,信義區,3,8
456728,RPTNMLOKPHKFFBC08CA,C,仁愛區,4,3
456729,RPVNMLNKPHKFFBC18CA,C,信義區,3,2
456730,RPPNMLOKPHKFFBC67CA,C,中正區,3,2
456731,RPUNMLOKPHKFFBC18CA,C,中正區,3,2
456732,RPSNMLOKPHKFFBC97CA,C,信義區,3,8
456733,RPTNMLNKPHKFFBC97CA,C,中正區,3,9
456734,RPPNMLMKPHKFFBC47CA,C,中正區,3,3
456735,RPRNMLTJPHKFFBC28CA,C,中正區,3,3
456736,RPRNMLKKPHKFFCC57CA,C,安樂區,3,2
456737,RPPNMLMKPHKFFCC57CA,C,安樂區,3,9
456738,RPQNMLNKPHKFFCC77CA,C,七堵區,4,9
456739,RPTNMLTJPHKFFCC58CA,C,暖暖區,3,2
456740,RPSNMLOKPHKFFCC08CA,C,安樂區,3,9
456741,RPXNMLOKPHKFFCC58CA,C,安樂區,3,2
456742,RPPOMLOKPHKFFCC87CA,C,暖暖區,2,4
456743,RPQNMLPKPHKFFCC97CA,C,七堵區,3,2
456744,RPUNMLTLPHKFFCC88CA,C,安樂區,3,3
456745,RPSNMLOLPHKFFCC18CA,C,七堵區,3,8
456746,RPPOMLPKPHKFFCC97CA,C,安樂區,3,2
456747,RPRNMLSLPHKFFBC48DA,C,仁愛區,5,2
456748,RPTNMLSJPHKFFBC48DA,C,信義區,4,9
456749,RPPNMLNKPHKFFCC87EA,C,安樂區,1,4
456750,RPOPMLPKPHKFFCC18EA,C,七堵區,3,2
456751,RPTNMLOKPHKFFCC38EA,C,安樂區,3,2
456752,RPXNMLNJQHKFFCC58DA,C,七堵區,3,2
456753,RPROMLQJQHKFFBC28DA,C,中正區,3,2
456754,RPQOMLPKPHKFFCC08CA,C,安樂區,3,5
456755,RPOOMLPKPHKFFCC87CA,C,暖暖區,3,2
456756,RPXNMLRKPHKFFCC88CA,C,安樂區,3,3
456757,RPWNMLLLPHKFFCC28CA,C,安樂區,3,2
456758,RPRNMLMLPHKFFCC87CA,C,七堵區,3,3
456759,RPVNMLOJQHKFFCC38CA,C,安樂區,2,4
456760,RPQOMLOKPHKFFCC97CA,C,安樂區,3,7
456761,RPPOMLTJPHKFFBC18CA,C,中正區,4,3
456762,RPVOMLPKPHKFFBC48CA,C,信義區,3,2
456763,RPVNMLOKPHKFFBC28CA,C,信義區,3,2
456764,RPQNMLPKPHKFFBC87CA,C,信義區,4,2
456765,RPWNMLNKPHKFFBC28CA,C,信義區,3,2
456766,RPOOMLNKPHKFFBC57CA,C,中正區,3,2
456767,RPRNMLPJQHKFFBC97CA,C,中正區,3,9
456768,RPUOMLTLPHKFFBC88CA,C,仁愛區,4,3
456769,RPOOMLKLPHKFFBC37CA,C,信義區,3,8
456770,RPRNMLOKPHKFFBC87CA,C,仁愛區,3,7
456771,RPQNMLKLPHKFFBC47CA,C,中正區,3,8
456772,RPTNMLQKPHKFFBC28CA,C,中正區,3,9
456773,RPUNMLRKPHKFFBC48CA,C,仁愛區,3,2
456774,RPUNMLNKPHKFFBC08CA,C,中正區,3,3
456775,RPRNMLNKPHKFFBC77CA,C,中正區,3,3
456776,RPSNMLPKPHKFFCC18CA,C,七堵區,3,9
456777,RPOOMLMLPHKFFCC67CA,C,七堵區,3,2
456778,RPPNMLNLPHKFFCC77CA,C,安樂區,4,9
456779,RPQOMLRJQHKFFCC28CA,C,安樂區,4,2
456780,RPUNMLPLQHKFFBC58DA,C,中正區,3,9
456781,RPPOMLMKQHKFFCC97EA,C,安樂區,3,2
